Chainage ID,Chainage Start (km),Chainage End (km),Section,Section Name,Station,Geometry Type,Level Crossing,IRJ,Turnout,Bridge,Fixed Asset?, WZ Level Crossing   , WZ IRJ , WZ Turnout , WZ Bridge , Asset Warning Zone? ,GBFI Max Avg,GBFI Avg of Avg,# Reasonably Fouled,# Fouled,# Highly Fouled,Fouled Zone?,Ballast Centre (m),Ballast <250mm?,Open TSR?,TSR Open Days,TSR History?,2025,2024,2023,2022,TQI Count,TQI Max Value, TQI Score , TQI Trend ,TQI Status,SF Accel West,SF Accel East,Suspension Travel,Rock,Bounce,DTF S1,DTF S2,DTF S3,DTF Worst Case ,Getting Worse?,Plainline Treatment,PL Treatment Override,Level Crossing Treatment,IRJ Treatment,Turnout Treatment,Bridge TrackTreatment,Problem Zone,Problem Zone Group #,Problem Zone Length
CHAIN-SML-S-01954-E-01955-MAINLINE,195.39999999999316,195.49999999999315,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,18.0,15.928571428571429,0,0,0,No,0.22500000000000003,Yes,No,0.0,No,0,0,0,0,2,19.9425,0.39885,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01955-E-01956-MAINLINE,195.49999999999315,195.59999999999314,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,18.0,14.3,0,0,0,No,0.22040000000000037,Yes,No,0.0,No,0,0,0,0,2,18.414,0.36828000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01956-E-01957-MAINLINE,195.59999999999314,195.69999999999314,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,17.0,11.242857142857144,0,0,0,No,0.15159999999999996,Yes,No,0.0,No,0,0,0,0,2,25.0785,0.50157,,Poor,1,1,0,0,0,0,0,2,S3,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,32.0,600.0
CHAIN-SML-S-01957-E-01958-MAINLINE,195.69999999999314,195.79999999999313,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,19.1,13.871428571428572,0,0,0,No,0.19059999999999966,Yes,No,0.0,No,0,0,0,0,2,25.0785,0.50157,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,32.0,600.0
CHAIN-SML-S-01958-E-01959-MAINLINE,195.79999999999313,195.89999999999313,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,17.1,14.976190476190478,0,0,0,No,0.19670000000000026,Yes,No,0.0,No,0,0,0,0,2,24.8355,0.49671,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,32.0,600.0
CHAIN-SML-S-01959-E-01960-MAINLINE,195.89999999999313,195.99999999999312,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,16.3,14.64285714285714,0,0,0,No,0.20140000000000008,Yes,No,0.0,No,0,0,0,0,2,27.9465,0.55893,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,32.0,600.0
CHAIN-SML-S-01960-E-01961-MAINLINE,195.99999999999312,196.09999999999312,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,21.2,14.714285714285714,2,0,0,Yes,0.2332999999999999,Yes,No,0.0,No,0,0,0,0,2,27.9465,0.55893,,Poor,1,1,0,0,0,0,2,0,S2,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,32.0,600.0
CHAIN-SML-S-01961-E-01962-MAINLINE,196.09999999999312,196.1999999999931,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,17.8,15.371428571428572,0,0,0,No,0.21339999999999998,Yes,No,0.0,No,0,0,0,0,2,24.2295,0.48459,,Poor,1,1,0,0,0,0,2,0,S2,1,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,32.0,600.0
CHAIN-SML-S-01962-E-01963-MAINLINE,196.1999999999931,196.2999999999931,Section SL7,Avon,Avon,Tangent,1,0,0,0,Yes,0,0,0,0,No,154.4,44.68571428571429,5,7,4,Yes,0.25529999999999986,No,No,0.0,No,0,0,0,0,2,30.606,0.61212,,Critical,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01963-E-01964-MAINLINE,196.2999999999931,196.3999999999931,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,29.1,16.476190476190474,5,0,0,Yes,0.2592000000000004,No,No,0.0,No,0,0,0,0,2,30.606,0.61212,,Critical,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,33.0,100.0
CHAIN-SML-S-01964-E-01965-MAINLINE,196.3999999999931,196.4999999999931,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,19.1,15.252380952380953,0,0,0,No,0.25750000000000023,No,No,0.0,No,0,0,0,0,2,16.6935,0.33387,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01965-E-01966-MAINLINE,196.4999999999931,196.5999999999931,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,27.6,20.8,11,0,0,Yes,0.24010000000000026,Yes,No,0.0,No,0,0,0,0,2,16.641,0.33281999999999995,,Satisfactory,2,2,0,0,0,0,0,4,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01966-E-01967-MAINLINE,196.5999999999931,196.69999999999308,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,22.0,18.566666666666666,5,0,0,Yes,0.2151,Yes,No,0.0,No,0,0,0,0,2,26.7465,0.53493,,Poor,1,1,0,0,0,0,0,2,S3,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,34.0,500.0
CHAIN-SML-S-01967-E-01968-MAINLINE,196.69999999999308,196.79999999999308,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,26.4,16.809523809523814,5,0,0,Yes,0.18580000000000008,Yes,No,0.0,No,0,0,0,0,2,38.436,0.76872,,Critical,2,2,0,0,0,0,0,4,S3,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,34.0,500.0
CHAIN-SML-S-01968-E-01969-MAINLINE,196.79999999999308,196.89999999999307,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,26.6,16.795238095238098,6,0,0,Yes,0.18089999999999995,Yes,No,0.0,No,0,0,0,0,2,38.436,0.76872,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,34.0,500.0
CHAIN-SML-S-01969-E-01970-MAINLINE,196.89999999999307,196.99999999999307,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,22.0,16.085714285714285,2,0,0,Yes,0.2358000000000004,Yes,No,0.0,No,0,0,0,0,2,22.7385,0.45476999999999995,,Poor,1,1,0,0,0,0,0,2,S3,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,34.0,500.0
CHAIN-SML-S-01970-E-01971-MAINLINE,196.99999999999307,197.09999999999306,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,22.1,18.242857142857144,4,0,0,Yes,0.21350000000000025,Yes,No,0.0,No,0,0,0,0,2,21.117,0.42234,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,34.0,500.0
CHAIN-SML-S-01971-E-01972-MAINLINE,197.09999999999306,197.19999999999305,Section SL7,Avon,Avon,Tangent,0,0,0,0,No,0,0,0,0,No,16.7,9.90952380952381,0,0,0,No,0.16839999999999983,Yes,No,0.0,No,0,0,0,0,2,19.851,0.39702,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01972-E-01973-MAINLINE,197.19999999999305,197.29999999999305,Section SL7,Avon,Avon,Sharp Curve,0,0,0,0,No,0,0,0,0,No,26.8,15.090476190476192,3,0,0,Yes,0.1891,Yes,No,0.0,Yes,0,1,0,0,2,21.261,0.42522,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,35.0,200.0
CHAIN-SML-S-01973-E-01974-MAINLINE,197.29999999999305,197.39999999999304,Section SL7,Avon,Avon,Sharp Curve,0,0,0,0,No,0,0,0,0,No,21.9,17.200000000000003,4,0,0,Yes,0.22079999999999994,Yes,No,0.0,Yes,0,1,0,0,2,21.261,0.42522,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,35.0,200.0
CHAIN-SML-S-01974-E-01975-MAINLINE,197.39999999999304,197.49999999999304,Section SL7,Avon,Avon,Sharp Curve,0,0,0,0,No,0,0,0,0,No,20.9,15.628571428571425,1,0,0,Yes,0.24600000000000072,Yes,No,0.0,Yes,0,1,0,0,2,17.0175,0.34035,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01975-E-01976-MAINLINE,197.49999999999304,197.59999999999303,Section SL7,Avon,Avon,Sharp Curve,0,0,0,0,No,0,0,0,0,No,16.4,13.5,0,0,0,No,0.27410000000000007,No,No,0.0,Yes,0,1,0,0,2,17.0175,0.34035,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01976-E-01977-MAINLINE,197.59999999999303,197.69999999999303,Section SL7,Avon,Avon,Sharp Curve,0,0,0,0,No,0,0,0,0,No,21.8,14.680952380952379,1,0,0,Yes,0.2721000000000005,No,No,0.0,Yes,0,1,0,0,2,17.8995,0.35799,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01977-E-01978-MAINLINE,197.69999999999303,197.79999999999302,Section SL7,Avon,Avon,Sharp Curve,0,0,0,0,No,0,0,0,0,No,21.4,14.852380952380956,1,0,0,Yes,0.26159999999999983,No,No,0.0,Yes,0,1,0,0,2,17.94,0.3588,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01978-E-01979-MAINLINE,197.79999999999302,197.899999999993,Section SL7,Avon,Avon,Sharp Curve,1,0,0,0,Yes,0,0,0,0,No,184.5,38.10952380952381,8,0,3,Yes,0.2861999999999995,No,No,0.0,Yes,0,1,0,0,2,29.277,0.5855400000000001,,Poor,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01979-E-01980-MAINLINE,197.899999999993,197.999999999993,Section SL7,Avon,Avon,Tangent,1,0,0,0,Yes,0,0,0,0,No,184.5,55.09047619047618,2,7,9,Yes,0.2690000000000003,No,No,0.0,Yes,0,1,0,0,2,36.462,0.7292400000000001,,Critical,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01980-E-01981-MAINLINE,197.999999999993,198.099999999993,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,19.8,15.776190476190472,0,0,0,No,0.19560000000000016,Yes,No,0.0,No,0,0,0,0,2,36.462,0.7292400000000001,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,36.0,200.0
CHAIN-SML-S-01981-E-01982-MAINLINE,198.099999999993,198.199999999993,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,39.4,18.566666666666666,2,1,0,Yes,0.2241999999999998,Yes,No,0.0,No,0,0,0,0,2,21.234,0.42468000000000006,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,36.0,200.0
CHAIN-SML-S-01982-E-01983-MAINLINE,198.199999999993,198.299999999993,Section SL7,Avon,,Tangent,1,0,0,0,Yes,0,0,0,0,No,39.4,23.895238095238096,8,4,0,Yes,0.2541999999999998,No,No,0.0,No,0,0,0,0,2,21.234,0.42468000000000006,,Poor,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01983-E-01984-MAINLINE,198.299999999993,198.39999999999299,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,19.8,16.300000000000004,0,0,0,No,0.23770000000000024,Yes,No,0.0,No,0,0,0,0,3,20.5545,0.616635,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,37.0,100.0
CHAIN-SML-S-01984-E-01985-MAINLINE,198.39999999999299,198.49999999999298,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,19.3,16.447619047619046,0,0,0,No,0.20819999999999972,Yes,No,0.0,No,0,0,0,0,2,14.3055,0.28611000000000003,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01985-E-01986-MAINLINE,198.49999999999298,198.59999999999297,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,17.4,15.852380952380951,0,0,0,No,0.20700000000000018,Yes,No,0.0,No,0,0,0,0,2,16.221,0.32442,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01986-E-01987-MAINLINE,198.59999999999297,198.69999999999297,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,18.9,15.580952380952377,0,0,0,No,0.18789999999999996,Yes,No,0.0,No,0,0,0,0,2,20.4255,0.40851,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01987-E-01988-MAINLINE,198.69999999999297,198.79999999999296,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,20.8,16.314285714285717,2,0,0,Yes,0.19859999999999994,Yes,No,0.0,No,0,0,0,0,2,28.7805,0.57561,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01988-E-01989-MAINLINE,198.79999999999296,198.89999999999296,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,20.8,17.1,3,0,0,Yes,0.23900000000000005,Yes,No,0.0,No,0,0,0,0,2,33.519,0.67038,,Critical,1,1,0,0,0,0,0,2,S3,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01989-E-01990-MAINLINE,198.89999999999296,198.99999999999295,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,25.0,17.128571428571426,2,0,0,Yes,0.26400000000000057,No,No,0.0,No,0,0,0,0,2,33.519,0.67038,,Critical,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01990-E-01991-MAINLINE,198.99999999999295,199.09999999999295,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,18.3,14.566666666666668,0,0,0,No,0.24099999999999983,Yes,No,0.0,No,0,0,0,0,2,26.7465,0.53493,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01991-E-01992-MAINLINE,199.09999999999295,199.19999999999294,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,17.4,13.833333333333334,0,0,0,No,0.2532999999999998,No,No,0.0,No,0,0,0,0,2,21.273,0.42546,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01992-E-01993-MAINLINE,199.19999999999294,199.29999999999293,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,15.8,13.328571428571431,0,0,0,No,0.244,Yes,No,0.0,No,0,0,0,0,2,21.273,0.42546,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01993-E-01994-MAINLINE,199.29999999999293,199.39999999999293,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,43.6,17.24761904761905,1,1,1,Yes,0.25310000000000027,No,No,0.0,No,0,0,0,0,2,26.163,0.5232600000000001,,Poor,0,0,0,0,0,0,0,0,,0,Local Formation Renewal (Bog Hole),Local Formation Renewal (Bog Hole),No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01994-E-01995-MAINLINE,199.39999999999293,199.49999999999292,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,22.8,17.547619047619047,3,0,0,Yes,0.19320000000000043,Yes,No,0.0,No,0,0,0,0,2,26.163,0.5232600000000001,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,38.0,900.0
CHAIN-SML-S-01995-E-01996-MAINLINE,199.49999999999292,199.59999999999292,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,14.0,11.190476190476192,0,0,0,No,0.1847000000000003,Yes,No,0.0,No,0,0,0,0,2,15.8385,0.31677,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01996-E-01997-MAINLINE,199.59999999999292,199.6999999999929,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,14.3,11.338095238095239,0,0,0,No,0.2040999999999999,Yes,No,0.0,No,0,0,0,0,2,15.57,0.3114,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01997-E-01998-MAINLINE,199.6999999999929,199.7999999999929,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,13.4,10.99047619047619,0,0,0,No,0.24599999999999989,Yes,No,0.0,No,0,0,0,0,2,15.57,0.3114,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01998-E-01999-MAINLINE,199.7999999999929,199.8999999999929,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,13.8,11.457142857142857,0,0,0,No,0.18950000000000028,Yes,No,0.0,No,0,0,0,0,2,16.263,0.32526000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01999-E-02000-MAINLINE,199.8999999999929,199.9999999999929,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,21.1,14.561904761904762,2,0,0,Yes,0.21369999999999983,Yes,No,0.0,No,0,0,0,0,2,16.263,0.32526000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02000-E-02001-MAINLINE,199.9999999999929,200.0999999999929,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,15.7,11.171428571428573,0,0,0,No,0.2552999999999997,No,No,0.0,No,0,0,0,0,2,14.5575,0.29114999999999996,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02001-E-02002-MAINLINE,200.0999999999929,200.19999999999288,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,13.2,11.09047619047619,0,0,0,No,0.24820000000000003,Yes,No,0.0,No,0,0,0,0,2,16.683,0.33366,Rising,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02002-E-02003-MAINLINE,200.19999999999288,200.29999999999288,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,20.5,14.699999999999998,1,0,0,Yes,0.21829999999999977,Yes,No,0.0,No,0,0,0,0,2,17.3835,0.34767000000000003,Peak,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02003-E-02004-MAINLINE,200.29999999999288,200.39999999999287,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,16.4,13.552380952380956,0,0,0,No,0.20499999999999985,Yes,No,0.0,No,0,0,0,0,2,17.3835,0.34767000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02004-E-02005-MAINLINE,200.39999999999287,200.49999999999287,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,21.5,17.723809523809525,3,0,0,Yes,0.20570000000000022,Yes,No,0.0,No,0,0,0,0,2,15.5745,0.31149,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02005-E-02006-MAINLINE,200.49999999999287,200.59999999999286,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,18.3,14.195238095238093,0,0,0,No,0.17920000000000003,Yes,No,0.0,No,0,0,0,0,2,15.5745,0.31149,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02006-E-02007-MAINLINE,200.59999999999286,200.69999999999285,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,15.7,13.652380952380952,0,0,0,No,0.19469999999999987,Yes,No,0.0,No,0,0,0,0,2,13.9905,0.27981,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02007-E-02008-MAINLINE,200.69999999999285,200.79999999999285,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,23.9,19.461904761904762,9,0,0,Yes,0.2320999999999998,Yes,No,0.0,No,0,0,0,0,2,16.5405,0.33081000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02008-E-02009-MAINLINE,200.79999999999285,200.89999999999284,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,22.2,18.69047619047619,5,0,0,Yes,0.2305999999999997,Yes,No,0.0,No,0,0,0,0,2,19.182,0.38364,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02009-E-02010-MAINLINE,200.89999999999284,200.99999999999284,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,24.1,20.219047619047622,12,0,0,Yes,0.23230000000000017,Yes,No,0.0,No,0,0,0,0,2,23.5125,0.47025,,Poor,0,0,0,0,0,0,0,0,,0,Ballast Clean,Ballast Clean,No treatment,No treatment,No treatment,No treatment,1,39.0,100.0
CHAIN-SML-S-02010-E-02011-MAINLINE,200.99999999999284,201.09999999999283,Section SL7,Avon,,Tangent,0,2,0,0,Yes,0,0,0,0,No,36.7,23.304761904761904,7,4,0,Yes,0.2541000000000003,No,No,0.0,Yes,1,0,0,0,2,23.5125,0.47025,,Poor,1,1,0,0,0,0,2,0,S2,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02011-E-02012-MAINLINE,201.09999999999283,201.19999999999283,Section SL7,Avon,,Tangent,0,0,0,0,No,0,0,0,0,No,26.1,20.585714285714293,12,0,0,Yes,0.23869999999999997,Yes,No,0.0,Yes,1,0,0,0,2,22.1175,0.44235,,Poor,0,0,0,0,0,0,0,0,,0,Ballast Clean,Ballast Clean,No treatment,No treatment,No treatment,No treatment,1,40.0,200.0
CHAIN-SML-S-02012-E-02013-MAINLINE,201.19999999999283,201.29999999999282,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,21.7,16.571428571428573,1,0,0,Yes,0.2571000000000001,No,No,0.0,No,0,0,0,0,2,22.1175,0.44235,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,40.0,200.0
CHAIN-SML-S-02013-E-02014-MAINLINE,201.29999999999282,201.39999999999281,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,17.4,15.661904761904761,0,0,0,No,0.26300000000000007,No,No,0.0,No,0,0,0,0,2,19.872,0.39744,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02014-E-02015-MAINLINE,201.39999999999281,201.4999999999928,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,18.1,14.66666666666667,0,0,0,No,0.2826000000000002,No,No,0.0,No,0,0,0,0,2,20.82,0.4164,,Poor,2,2,0,0,0,0,0,4,S3,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,41.0,200.0
CHAIN-SML-S-02015-E-02016-MAINLINE,201.4999999999928,201.5999999999928,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,18.1,14.223809523809527,0,0,0,No,0.28459999999999985,No,No,0.0,No,0,0,0,0,2,20.82,0.4164,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,41.0,200.0
CHAIN-SML-S-02016-E-02017-MAINLINE,201.5999999999928,201.6999999999928,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,18.7,14.376190476190475,0,0,0,No,0.26099999999999995,No,No,0.0,No,0,0,0,0,2,17.916,0.35832,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02017-E-02018-MAINLINE,201.6999999999928,201.7999999999928,Section SL7,Avon,,Mild Curve,0,0,0,0,No,0,0,0,0,No,19.4,15.69047619047619,0,0,0,No,0.24899999999999983,Yes,No,0.0,No,0,0,0,0,2,30.6735,0.61347,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,42.0,300.0
